source_id,task_success_rate,corroboration_score,report_timeliness,handler_confidence,deception_score,ci_flag,reliability_score,behavior_class,scenario_probability
SRC_09046,0.32,0.489,0.8,0.471,0.479,0,0.377,coerced,0.308
SRC_09047,0.57,0.346,0.659,0.667,0.508,0,0.413,coerced,0.281
SRC_09048,0.688,0.584,0.415,0.615,0.136,0,0.507,uncertain,0.538
SRC_09049,0.948,0.529,0.837,0.557,0.356,0,0.614,uncertain,0.489
SRC_09050,0.651,0.403,0.979,0.964,0.453,0,0.568,uncertain,0.494
SRC_09051,0.857,0.32,0.682,0.488,0.768,0,0.432,deceptive,0.19
SRC_09052,0.672,0.433,0.604,0.766,0.44,0,0.48,coerced,0.28
SRC_09053,0.328,0.582,0.712,0.855,0.464,0,0.445,coerced,0.36
SRC_09054,0.514,0.244,0.837,0.436,0.612,0,0.356,deceptive,0.351
SRC_09055,0.691,0.315,0.4,0.971,0.335,0,0.461,uncertain,0.393
SRC_09056,0.946,0.911,0.932,0.677,0.307,1,0.653,deceptive,0.566
SRC_09057,0.884,0.607,0.932,0.931,0.473,0,0.672,uncertain,0.616
SRC_09058,0.455,0.248,0.725,0.758,0.627,0,0.363,deceptive,0.184
SRC_09059,0.45,0.72,0.473,0.748,0.51,0,0.445,coerced,0.229
SRC_09060,0.437,0.246,0.803,0.538,0.149,1,0.312,deceptive,0.322
SRC_09061,0.927,0.754,0.483,0.832,0.318,0,0.64,uncertain,0.638
SRC_09062,0.88,0.762,0.705,0.321,0.41,1,0.482,deceptive,0.386
SRC_09063,0.827,0.688,0.456,0.684,0.419,0,0.551,uncertain,0.462
SRC_09064,0.567,0.749,0.753,0.322,0.272,0,0.515,uncertain,0.417
SRC_09065,0.643,0.266,0.591,0.512,0.418,0,0.392,coerced,0.279
SRC_09066,0.616,0.745,0.899,0.366,0.538,1,0.425,deceptive,0.302
SRC_09067,0.472,0.303,0.88,0.929,0.374,0,0.477,coerced,0.386
SRC_09068,0.643,0.455,0.999,0.733,0.361,0,0.562,uncertain,0.474
SRC_09069,0.321,0.907,0.555,0.761,0.641,0,0.452,deceptive,0.135
SRC_09070,0.39,0.577,0.437,0.887,0.605,0,0.391,deceptive,0.248
SRC_09071,0.903,0.926,0.666,0.806,0.338,0,0.706,uncertain,0.555
SRC_09072,0.811,0.267,0.45,0.386,0.797,0,0.338,deceptive,0.163
SRC_09073,0.588,0.558,0.507,0.726,0.053,0,0.518,uncertain,0.558
SRC_09074,0.652,0.247,0.758,0.975,0.261,0,0.516,uncertain,0.479
SRC_09075,0.552,0.673,0.755,0.448,0.029,0,0.548,uncertain,0.483
SRC_09076,0.804,0.259,0.426,0.728,0.672,0,0.4,deceptive,0.19
SRC_09077,0.833,0.332,0.666,0.689,0.605,1,0.379,deceptive,0.224
SRC_09078,0.819,0.394,0.718,0.57,0.547,0,0.491,coerced,0.397
SRC_09079,0.791,0.762,0.561,0.959,0.172,0,0.658,uncertain,0.665
SRC_09080,0.439,0.323,0.923,0.546,0.566,0,0.394,deceptive,0.271
SRC_09081,0.53,0.835,0.497,0.365,0.284,0,0.479,uncertain,0.36
SRC_09082,0.619,0.299,0.552,0.964,0.695,0,0.411,deceptive,0.296
SRC_09083,0.525,0.226,0.494,0.803,0.16,0,0.409,uncertain,0.368
SRC_09084,0.813,0.496,0.47,0.536,0.174,0,0.516,uncertain,0.453
SRC_09085,0.524,0.935,0.927,0.494,0.768,0,0.535,deceptive,0.319
SRC_09086,0.394,0.283,0.567,0.94,0.414,0,0.381,coerced,0.201
SRC_09087,0.571,0.276,0.834,0.489,0.357,0,0.427,coerced,0.393
SRC_09088,0.966,0.763,0.657,0.671,0.281,0,0.67,uncertain,0.593
SRC_09089,0.454,0.434,0.782,0.448,0.665,1,0.269,deceptive,0.068
SRC_09090,0.716,0.738,0.957,0.987,0.282,0,0.696,uncertain,0.656
SRC_09091,0.594,0.35,0.907,0.831,0.285,0,0.529,uncertain,0.497
SRC_09092,0.348,0.545,0.441,0.692,0.099,0,0.418,uncertain,0.307
SRC_09093,0.632,0.399,0.907,0.815,0.417,0,0.53,coerced,0.503
SRC_09094,0.777,0.539,0.671,0.932,0.739,0,0.531,deceptive,0.457
SRC_09095,0.649,0.777,0.61,0.965,0.766,0,0.541,deceptive,0.355
SRC_09096,0.893,0.772,0.803,0.842,0.796,0,0.628,deceptive,0.441
SRC_09097,0.496,0.587,0.97,0.886,0.378,0,0.566,uncertain,0.591
SRC_09098,0.359,0.896,0.456,0.574,0.62,0,0.416,deceptive,0.206
SRC_09099,0.937,0.398,0.861,0.57,0.442,0,0.572,uncertain,0.435
SRC_09100,0.557,0.38,0.522,0.858,0.438,0,0.43,coerced,0.35
SRC_09101,0.692,0.66,0.628,0.824,0.645,0,0.525,deceptive,0.421
SRC_09102,0.839,0.666,0.924,0.922,0.668,0,0.641,deceptive,0.476
SRC_09103,0.521,0.235,0.727,0.392,0.016,0,0.417,uncertain,0.372
SRC_09104,0.787,0.656,0.44,0.777,0.754,0,0.492,deceptive,0.368
SRC_09105,0.392,0.481,0.705,0.747,0.658,0,0.392,deceptive,0.227
SRC_09106,0.498,0.761,0.874,0.851,0.577,0,0.556,deceptive,0.412
SRC_09107,0.398,0.806,0.717,0.317,0.682,0,0.41,deceptive,0.286
SRC_09108,0.852,0.614,0.5,0.87,0.43,1,0.475,deceptive,0.443
SRC_09109,0.451,0.201,0.667,0.525,0.619,0,0.305,deceptive,0.162
SRC_09110,0.788,0.677,0.955,0.774,0.479,0,0.641,uncertain,0.545
SRC_09111,0.941,0.762,0.795,0.725,0.434,0,0.675,uncertain,0.619
SRC_09112,0.659,0.387,0.838,0.604,0.169,0,0.527,uncertain,0.473
SRC_09113,0.667,0.548,0.872,0.815,0.678,0,0.532,deceptive,0.335
SRC_09114,0.614,0.924,0.454,0.963,0.707,0,0.544,deceptive,0.349
SRC_09115,0.522,0.424,0.749,0.523,0.777,0,0.374,deceptive,0.134
SRC_09116,0.623,0.367,0.626,0.816,0.096,0,0.512,uncertain,0.434
SRC_09117,0.71,0.358,0.483,0.517,0.233,0,0.442,uncertain,0.495
SRC_09118,0.97,0.619,0.522,0.884,0.548,0,0.601,uncertain,0.419
SRC_09119,0.938,0.912,0.869,0.602,0.684,1,0.571,deceptive,0.414
SRC_09120,0.886,0.657,0.497,0.61,0.601,0,0.531,deceptive,0.376
SRC_09121,0.905,0.427,0.587,0.833,0.364,0,0.566,uncertain,0.527
SRC_09122,0.618,0.679,0.571,0.642,0.581,0,0.478,deceptive,0.339
SRC_09123,0.747,0.669,0.429,0.484,0.058,0,0.541,uncertain,0.596
SRC_09124,0.909,0.648,0.677,0.987,0.53,0,0.639,uncertain,0.5
SRC_09125,0.567,0.32,0.86,0.728,0.006,1,0.43,deceptive,0.441
SRC_09126,0.954,0.676,0.413,0.745,0.038,0,0.644,uncertain,0.672
SRC_09127,0.583,0.523,0.468,0.746,0.606,0,0.42,deceptive,0.278
SRC_09128,0.709,0.214,0.832,0.91,0.382,0,0.512,coerced,0.443
SRC_09129,0.783,0.605,0.756,0.427,0.048,0,0.594,uncertain,0.596
SRC_09130,0.946,0.942,0.829,0.341,0.385,0,0.679,uncertain,0.512
SRC_09131,0.466,0.462,0.538,0.567,0.05,0,0.44,uncertain,0.466
SRC_09132,0.807,0.924,0.882,0.69,0.277,0,0.711,uncertain,0.701
SRC_09133,0.654,0.272,0.688,0.497,0.126,1,0.357,deceptive,0.319
SRC_09134,0.483,0.749,0.766,0.776,0.175,0,0.576,uncertain,0.522
SRC_09135,0.828,0.286,0.455,0.351,0.156,0,0.44,uncertain,0.416
SRC_09136,0.676,0.405,0.523,0.846,0.297,1,0.391,deceptive,0.414
SRC_09137,0.749,0.628,0.864,0.795,0.086,0,0.661,uncertain,0.625
SRC_09138,0.52,0.645,0.534,0.448,0.422,0,0.428,coerced,0.354
SRC_09139,0.627,0.781,0.456,0.506,0.326,0,0.502,uncertain,0.412
SRC_09140,0.72,0.661,0.758,0.857,0.672,1,0.461,deceptive,0.323
SRC_09141,0.575,0.645,0.729,0.834,0.661,1,0.406,deceptive,0.177
SRC_09142,0.435,0.884,0.765,0.861,0.659,0,0.535,deceptive,0.46
SRC_09143,0.954,0.539,0.771,0.522,0.376,0,0.597,uncertain,0.521
SRC_09144,0.648,0.369,0.7,0.969,0.233,0,0.537,uncertain,0.465
SRC_09145,0.799,0.321,0.696,0.794,0.332,0,0.528,uncertain,0.432
SRC_09146,0.58,0.5,0.954,0.345,0.55,0,0.459,coerced,0.335
SRC_09147,0.541,0.735,0.72,0.63,0.424,0,0.521,coerced,0.515
SRC_09148,0.577,0.232,0.77,0.759,0.499,0,0.424,coerced,0.377
SRC_09149,0.578,0.297,0.56,0.416,0.555,0,0.339,deceptive,0.187
SRC_09150,0.67,0.28,0.923,0.922,0.735,0,0.484,deceptive,0.305
SRC_09151,0.67,0.639,0.415,0.82,0.755,0,0.454,deceptive,0.272
SRC_09152,0.638,0.382,0.734,0.356,0.672,0,0.386,deceptive,0.12
SRC_09153,0.392,0.325,0.63,0.93,0.052,1,0.357,deceptive,0.332
SRC_09154,0.637,0.645,0.762,0.579,0.783,0,0.474,deceptive,0.289
SRC_09155,0.415,0.771,0.616,0.612,0.563,0,0.448,deceptive,0.262
SRC_09156,0.386,0.449,0.831,0.84,0.555,0,0.437,deceptive,0.385
SRC_09157,0.934,0.634,0.412,0.744,0.018,0,0.63,uncertain,0.569
SRC_09158,0.711,0.274,0.644,0.602,0.384,0,0.443,coerced,0.296
SRC_09159,0.748,0.901,0.899,0.479,0.501,0,0.626,uncertain,0.535
SRC_09160,0.573,0.453,0.55,0.657,0.223,0,0.46,uncertain,0.418
SRC_09161,0.918,0.948,0.432,0.7,0.067,0,0.694,uncertain,0.655
SRC_09162,0.734,0.934,0.698,0.735,0.426,0,0.64,uncertain,0.584
SRC_09163,0.823,0.784,0.986,0.717,0.357,0,0.694,uncertain,0.617
SRC_09164,0.551,0.215,0.438,0.726,0.035,1,0.31,deceptive,0.394
SRC_09165,0.953,0.608,0.442,0.628,0.416,0,0.558,uncertain,0.365
SRC_09166,0.858,0.265,0.757,0.688,0.086,0,0.565,uncertain,0.517
SRC_09167,0.881,0.871,0.55,0.499,0.34,0,0.616,uncertain,0.614
SRC_09168,0.417,0.792,0.646,0.409,0.216,0,0.481,uncertain,0.451
SRC_09169,0.484,0.929,0.898,0.719,0.776,0,0.548,deceptive,0.349
SRC_09170,0.494,0.656,0.519,0.332,0.028,0,0.462,uncertain,0.435
SRC_09171,0.484,0.592,0.832,0.345,0.448,0,0.444,coerced,0.349
SRC_09172,0.882,0.589,0.703,0.471,0.122,0,0.605,uncertain,0.517
SRC_09173,0.322,0.49,0.943,0.434,0.255,0,0.435,uncertain,0.3
SRC_09174,0.352,0.552,0.984,0.558,0.147,0,0.502,uncertain,0.493
SRC_09175,0.486,0.677,0.691,0.556,0.796,0,0.417,deceptive,0.261
SRC_09176,0.436,0.9,0.751,0.381,0.026,0,0.559,uncertain,0.6
SRC_09177,0.458,0.647,0.848,0.47,0.433,0,0.474,coerced,0.344
SRC_09178,0.843,0.843,0.591,0.303,0.486,0,0.554,uncertain,0.409
SRC_09179,0.683,0.847,0.536,0.542,0.618,0,0.512,deceptive,0.357
SRC_09180,0.304,0.589,0.979,0.85,0.501,1,0.387,deceptive,0.212
SRC_09181,0.592,0.461,0.66,0.484,0.185,0,0.47,uncertain,0.457
SRC_09182,0.577,0.68,0.401,0.744,0.478,0,0.463,coerced,0.329
SRC_09183,0.377,0.534,0.903,0.368,0.78,0,0.365,deceptive,0.167
SRC_09184,0.76,0.261,0.76,0.308,0.679,0,0.39,deceptive,0.211
SRC_09185,0.777,0.483,0.501,0.644,0.363,0,0.496,coerced,0.431
SRC_09186,0.79,0.946,0.418,0.618,0.382,0,0.592,uncertain,0.511
SRC_09187,0.795,0.236,0.575,0.432,0.106,0,0.461,uncertain,0.53
SRC_09188,0.3,0.723,0.957,0.498,0.456,0,0.468,coerced,0.335
SRC_09189,0.949,0.831,0.96,0.321,0.224,0,0.699,uncertain,0.733
SRC_09190,0.854,0.687,0.587,0.85,0.086,0,0.66,uncertain,0.548
SRC_09191,0.915,0.627,0.902,0.508,0.379,0,0.631,uncertain,0.561
SRC_09192,0.311,0.731,0.665,0.451,0.036,0,0.471,uncertain,0.383
SRC_09193,0.935,0.522,0.793,0.855,0.096,0,0.683,uncertain,0.608
SRC_09194,0.851,0.269,0.601,0.327,0.175,0,0.466,uncertain,0.374
SRC_09195,0.869,0.922,0.71,0.496,0.793,0,0.589,deceptive,0.338
SRC_09196,0.363,0.524,0.576,0.481,0.647,1,0.23,deceptive,0.038
SRC_09197,0.802,0.699,0.437,0.481,0.433,0,0.51,coerced,0.512
SRC_09198,0.953,0.598,0.484,0.308,0.186,0,0.55,uncertain,0.46
SRC_09199,0.761,0.241,0.574,0.945,0.415,0,0.483,coerced,0.299
SRC_09200,0.688,0.915,0.986,0.896,0.519,0,0.689,uncertain,0.584
SRC_09201,0.943,0.794,0.979,0.586,0.004,1,0.664,deceptive,0.675
SRC_09202,0.601,0.312,0.897,0.607,0.79,0,0.41,deceptive,0.323
SRC_09203,0.708,0.936,0.54,0.662,0.501,0,0.579,uncertain,0.452
SRC_09204,0.624,0.753,0.665,0.63,0.791,0,0.484,deceptive,0.172
SRC_09205,0.934,0.554,0.664,0.838,0.375,1,0.521,deceptive,0.406
SRC_09206,0.352,0.659,0.632,0.637,0.499,0,0.417,coerced,0.27
SRC_09207,0.641,0.28,0.427,0.43,0.369,0,0.357,coerced,0.203
SRC_09208,0.767,0.62,0.721,0.381,0.008,0,0.585,uncertain,0.555
SRC_09209,0.838,0.255,0.444,0.934,0.68,0,0.442,deceptive,0.265
SRC_09210,0.696,0.609,0.881,0.333,0.359,0,0.533,coerced,0.44
SRC_09211,0.918,0.615,0.815,0.919,0.377,0,0.673,uncertain,0.51
SRC_09212,0.941,0.856,0.612,0.776,0.288,0,0.692,uncertain,0.65
SRC_09213,0.344,0.744,0.788,0.579,0.346,0,0.482,uncertain,0.477
SRC_09214,0.574,0.387,0.54,0.429,0.58,0,0.354,deceptive,0.223
SRC_09215,0.316,0.866,0.559,0.514,0.56,1,0.316,deceptive,0.231
SRC_09216,0.524,0.63,0.588,0.666,0.647,0,0.435,deceptive,0.282
SRC_09217,0.665,0.655,0.878,0.753,0.78,0,0.535,deceptive,0.288
SRC_09218,0.919,0.327,0.526,0.777,0.313,0,0.532,uncertain,0.467
SRC_09219,0.876,0.843,0.738,0.609,0.271,0,0.672,uncertain,0.579
SRC_09220,0.387,0.898,0.52,0.558,0.395,0,0.469,coerced,0.315
SRC_09221,0.363,0.781,0.571,0.83,0.124,0,0.524,uncertain,0.489
SRC_09222,0.701,0.906,0.541,0.939,0.606,0,0.595,deceptive,0.485
SRC_09223,0.662,0.427,0.787,0.931,0.465,0,0.533,coerced,0.4
SRC_09224,0.481,0.846,0.716,0.681,0.169,0,0.576,uncertain,0.631
SRC_09225,0.912,0.567,0.833,0.355,0.691,1,0.432,deceptive,0.307
SRC_09226,0.931,0.323,0.532,0.351,0.495,0,0.445,coerced,0.294
SRC_09227,0.574,0.702,0.405,0.578,0.027,0,0.511,uncertain,0.475
SRC_09228,0.905,0.713,0.808,0.806,0.157,0,0.709,uncertain,0.777
SRC_09229,0.561,0.415,0.469,0.643,0.713,0,0.355,deceptive,0.16
SRC_09230,0.801,0.221,0.548,0.733,0.305,1,0.369,deceptive,0.311
SRC_09231,0.624,0.35,0.583,0.882,0.787,1,0.306,deceptive,0.13
SRC_09232,0.383,0.5,0.848,0.328,0.424,0,0.395,coerced,0.203
SRC_09233,0.931,0.326,0.776,0.937,0.166,0,0.632,uncertain,0.505
SRC_09234,0.609,0.346,0.511,0.528,0.475,0,0.379,coerced,0.303
SRC_09235,0.799,0.494,0.759,0.332,0.082,0,0.552,uncertain,0.479
SRC_09236,0.55,0.921,0.825,0.876,0.646,0,0.595,deceptive,0.434
SRC_09237,0.313,0.773,0.633,0.945,0.502,0,0.48,coerced,0.279
SRC_09238,0.368,0.44,0.548,0.83,0.771,1,0.239,deceptive,0.03
SRC_09239,0.637,0.914,0.807,0.855,0.552,0,0.626,deceptive,0.499
SRC_09240,0.769,0.684,0.767,0.901,0.039,0,0.684,uncertain,0.571
SRC_09241,0.528,0.542,0.447,0.66,0.381,0,0.425,coerced,0.332
SRC_09242,0.773,0.551,0.8,0.77,0.425,0,0.581,uncertain,0.48
SRC_09243,0.775,0.508,0.693,0.498,0.733,0,0.463,deceptive,0.256
SRC_09244,0.779,0.375,0.852,0.472,0.346,0,0.517,uncertain,0.375
SRC_09245,0.635,0.49,0.514,0.72,0.475,0,0.453,coerced,0.315
SRC_09246,0.922,0.596,0.555,0.807,0.149,1,0.535,deceptive,0.479
SRC_09247,0.633,0.596,0.726,0.574,0.196,0,0.541,uncertain,0.588
SRC_09248,0.606,0.771,0.689,0.576,0.439,0,0.533,coerced,0.417
SRC_09249,0.436,0.469,0.632,0.958,0.558,0,0.434,deceptive,0.271
SRC_09250,0.509,0.738,0.848,0.658,0.348,0,0.553,uncertain,0.46
SRC_09251,0.329,0.634,0.739,0.981,0.346,0,0.5,uncertain,0.435
SRC_09252,0.731,0.921,0.826,0.895,0.205,0,0.718,uncertain,0.686
SRC_09253,0.469,0.489,0.492,0.741,0.559,0,0.389,deceptive,0.272
SRC_09254,0.507,0.876,0.837,0.306,0.004,0,0.584,uncertain,0.613
SRC_09255,0.824,0.815,0.677,0.504,0.41,1,0.5,deceptive,0.324
SRC_09256,0.523,0.678,0.42,0.588,0.003,0,0.498,uncertain,0.523
SRC_09257,0.465,0.691,0.541,0.75,0.475,0,0.462,coerced,0.352
SRC_09258,0.415,0.263,0.415,0.573,0.025,0,0.355,uncertain,0.318
SRC_09259,0.827,0.913,0.674,0.871,0.752,1,0.529,deceptive,0.346
SRC_09260,0.388,0.28,0.596,0.757,0.382,1,0.262,deceptive,0.161
SRC_09261,0.609,0.622,0.992,0.54,0.547,0,0.536,coerced,0.398
SRC_09262,0.645,0.448,0.921,0.841,0.683,0,0.513,deceptive,0.351
SRC_09263,0.767,0.522,0.895,0.509,0.188,0,0.588,uncertain,0.457
SRC_09264,0.731,0.658,0.701,0.343,0.432,0,0.511,coerced,0.416
SRC_09265,0.851,0.882,0.884,0.419,0.691,0,0.612,deceptive,0.472
SRC_09266,0.33,0.543,0.56,0.302,0.43,0,0.328,coerced,0.233
SRC_09267,0.502,0.941,0.736,0.874,0.314,0,0.617,uncertain,0.502
SRC_09268,0.49,0.645,0.636,0.733,0.295,0,0.501,uncertain,0.384
SRC_09269,0.399,0.32,0.503,0.694,0.307,0,0.358,uncertain,0.29
SRC_09270,0.497,0.343,0.444,0.757,0.492,0,0.363,coerced,0.28
SRC_09271,0.511,0.737,0.735,0.751,0.037,0,0.592,uncertain,0.648
SRC_09272,0.655,0.238,0.459,0.69,0.332,0,0.401,uncertain,0.356
SRC_09273,0.751,0.56,0.831,0.881,0.448,0,0.596,uncertain,0.51
SRC_09274,0.559,0.311,0.953,0.604,0.629,0,0.432,deceptive,0.148
SRC_09275,0.789,0.525,0.497,0.855,0.424,0,0.532,coerced,0.395
SRC_09276,0.529,0.762,0.683,0.843,0.741,0,0.501,deceptive,0.331
SRC_09277,0.497,0.544,0.843,0.438,0.355,0,0.466,coerced,0.343
SRC_09278,0.668,0.323,0.572,0.613,0.521,0,0.409,coerced,0.232
SRC_09279,0.316,0.389,0.952,0.876,0.014,0,0.512,uncertain,0.455
SRC_09280,0.354,0.476,0.933,0.873,0.191,0,0.514,uncertain,0.554
SRC_09281,0.584,0.252,0.462,0.317,0.652,1,0.18,deceptive,0.0
SRC_09282,0.941,0.638,0.416,0.454,0.469,0,0.523,coerced,0.395
SRC_09283,0.791,0.656,0.986,0.592,0.757,0,0.574,deceptive,0.348
SRC_09284,0.36,0.247,0.974,0.333,0.602,0,0.324,deceptive,0.13
SRC_09285,0.875,0.502,0.653,0.48,0.36,0,0.537,coerced,0.468
SRC_09286,0.798,0.511,0.43,0.478,0.623,0,0.431,deceptive,0.316
SRC_09287,0.715,0.45,0.771,0.448,0.374,0,0.492,coerced,0.34
SRC_09288,0.858,0.618,0.576,0.574,0.264,1,0.474,deceptive,0.411
SRC_09289,0.575,0.459,0.962,0.861,0.038,0,0.603,uncertain,0.588
SRC_09290,0.451,0.512,0.877,0.468,0.692,0,0.405,deceptive,0.209
SRC_09291,0.648,0.798,0.79,0.702,0.335,0,0.607,uncertain,0.477
SRC_09292,0.673,0.322,0.571,0.685,0.548,0,0.417,coerced,0.335
SRC_09293,0.666,0.664,0.821,0.864,0.122,0,0.641,uncertain,0.559
SRC_09294,0.684,0.579,0.574,0.572,0.663,0,0.451,deceptive,0.22
SRC_09295,0.945,0.429,0.423,0.454,0.659,0,0.445,deceptive,0.335
SRC_09296,0.914,0.746,0.705,0.915,0.386,0,0.681,uncertain,0.594
SRC_09297,0.895,0.613,0.693,0.875,0.538,0,0.611,uncertain,0.417
SRC_09298,0.845,0.558,0.858,0.729,0.417,1,0.511,deceptive,0.403
SRC_09299,0.942,0.701,0.919,0.364,0.442,0,0.63,uncertain,0.488
SRC_09300,0.367,0.802,0.613,0.311,0.711,0,0.373,deceptive,0.27
SRC_09301,0.48,0.93,0.67,0.426,0.774,0,0.458,deceptive,0.252
SRC_09302,0.637,0.672,0.682,0.436,0.294,0,0.517,uncertain,0.47
SRC_09303,0.876,0.856,0.595,0.394,0.265,0,0.615,uncertain,0.548
SRC_09304,0.644,0.201,0.846,0.481,0.243,0,0.448,uncertain,0.459
SRC_09305,0.809,0.598,0.713,0.533,0.617,0,0.522,deceptive,0.378
SRC_09306,0.394,0.361,0.948,0.821,0.578,0,0.434,deceptive,0.347
SRC_09307,0.472,0.271,0.79,0.79,0.035,0,0.481,uncertain,0.499
SRC_09308,0.798,0.599,0.527,0.372,0.071,0,0.54,uncertain,0.495
SRC_09309,0.412,0.76,0.499,0.974,0.517,0,0.482,coerced,0.353
SRC_09310,0.539,0.509,0.623,0.819,0.22,1,0.403,deceptive,0.337
SRC_09311,0.48,0.703,0.608,0.413,0.073,0,0.492,uncertain,0.445
SRC_09312,0.538,0.567,0.644,0.386,0.331,0,0.44,uncertain,0.303
SRC_09313,0.782,0.528,0.51,0.36,0.702,0,0.417,deceptive,0.309
SRC_09314,0.55,0.418,0.987,0.805,0.293,0,0.544,uncertain,0.368
SRC_09315,0.678,0.487,0.487,0.463,0.557,0,0.408,deceptive,0.335
SRC_09316,0.368,0.462,0.792,0.35,0.72,0,0.329,deceptive,0.082
SRC_09317,0.847,0.685,0.408,0.591,0.135,0,0.575,uncertain,0.568
SRC_09318,0.552,0.287,0.644,0.789,0.488,0,0.411,coerced,0.26
SRC_09319,0.741,0.269,0.586,0.51,0.726,0,0.374,deceptive,0.109
SRC_09320,0.793,0.695,0.629,0.633,0.155,1,0.509,deceptive,0.528
SRC_09321,0.443,0.61,0.699,0.433,0.791,1,0.272,deceptive,0.0
SRC_09322,0.902,0.523,0.76,0.596,0.292,1,0.499,deceptive,0.466
SRC_09323,0.719,0.314,0.75,0.548,0.174,0,0.5,uncertain,0.463
SRC_09324,0.592,0.508,0.778,0.599,0.67,0,0.45,deceptive,0.335
SRC_09325,0.424,0.792,0.907,0.621,0.374,0,0.544,coerced,0.482
SRC_09326,0.941,0.867,0.932,0.364,0.537,0,0.66,uncertain,0.556
SRC_09327,0.813,0.727,0.842,0.364,0.392,0,0.59,uncertain,0.537
SRC_09328,0.441,0.245,0.447,0.48,0.515,0,0.278,coerced,0.191
SRC_09329,0.53,0.703,0.977,0.38,0.028,0,0.583,uncertain,0.599
SRC_09330,0.851,0.381,0.968,0.474,0.28,0,0.573,uncertain,0.486
SRC_09331,0.773,0.436,0.827,0.317,0.526,0,0.475,coerced,0.332
SRC_09332,0.821,0.347,0.71,0.542,0.281,0,0.514,uncertain,0.449
SRC_09333,0.6,0.782,0.55,0.447,0.621,0,0.459,deceptive,0.29
SRC_09334,0.787,0.686,0.854,0.916,0.769,0,0.6,deceptive,0.517
SRC_09335,0.563,0.659,0.927,0.892,0.03,0,0.648,uncertain,0.636
SRC_09336,0.444,0.701,0.799,0.507,0.684,0,0.442,deceptive,0.214
SRC_09337,0.73,0.378,0.777,0.628,0.135,0,0.543,uncertain,0.503
SRC_09338,0.964,0.533,0.516,0.959,0.734,0,0.559,deceptive,0.334
SRC_09339,0.511,0.675,0.615,0.662,0.757,0,0.431,deceptive,0.34
SRC_09340,0.613,0.677,0.834,0.885,0.455,0,0.584,uncertain,0.475
SRC_09341,0.758,0.794,0.41,0.87,0.383,0,0.581,uncertain,0.517
SRC_09342,0.668,0.415,0.785,0.949,0.607,0,0.512,deceptive,0.386
SRC_09343,0.874,0.778,0.86,0.511,0.734,0,0.595,deceptive,0.459
SRC_09344,0.818,0.53,0.601,0.33,0.186,0,0.52,uncertain,0.485
SRC_09345,0.34,0.703,0.446,0.372,0.306,0,0.377,uncertain,0.281
SRC_09346,0.979,0.542,0.891,0.694,0.334,0,0.661,uncertain,0.58
SRC_09347,0.812,0.911,0.485,0.666,0.677,0,0.567,deceptive,0.336
SRC_09348,0.887,0.334,0.622,0.506,0.11,0,0.533,uncertain,0.498
SRC_09349,0.743,0.706,0.824,0.472,0.498,0,0.56,uncertain,0.525
SRC_09350,0.882,0.632,0.89,0.789,0.281,0,0.677,uncertain,0.644
SRC_09351,0.376,0.33,0.917,0.535,0.708,0,0.353,deceptive,0.171
SRC_09352,0.536,0.25,0.718,0.717,0.272,0,0.434,uncertain,0.467
SRC_09353,0.896,0.799,0.686,0.791,0.782,0,0.607,deceptive,0.381
SRC_09354,0.437,0.318,0.909,0.597,0.013,0,0.48,uncertain,0.494
SRC_09355,0.353,0.34,0.738,0.433,0.192,0,0.375,uncertain,0.312
SRC_09356,0.836,0.934,0.747,0.894,0.366,0,0.713,uncertain,0.611
SRC_09357,0.868,0.738,0.66,0.365,0.205,0,0.601,uncertain,0.569
SRC_09358,0.411,0.388,0.624,0.872,0.59,0,0.387,deceptive,0.268
SRC_09359,0.881,0.643,0.688,0.877,0.652,0,0.596,deceptive,0.423
SRC_09360,0.767,0.601,0.619,0.694,0.558,1,0.425,deceptive,0.244
SRC_09361,0.654,0.833,0.606,0.734,0.776,0,0.519,deceptive,0.417
SRC_09362,0.865,0.747,0.996,0.547,0.365,0,0.673,uncertain,0.587
SRC_09363,0.585,0.824,0.602,0.881,0.784,0,0.516,deceptive,0.268
SRC_09364,0.432,0.359,0.554,0.482,0.1,1,0.287,deceptive,0.211
SRC_09365,0.494,0.68,0.612,0.686,0.677,1,0.342,deceptive,0.272
SRC_09366,0.644,0.23,0.754,0.301,0.031,0,0.442,uncertain,0.557
SRC_09367,0.661,0.252,0.947,0.948,0.426,0,0.529,coerced,0.439
SRC_09368,0.848,0.735,0.873,0.954,0.388,0,0.698,uncertain,0.57
SRC_09369,0.838,0.218,0.905,0.79,0.685,0,0.503,deceptive,0.348
SRC_09370,0.695,0.635,0.915,0.592,0.561,0,0.555,deceptive,0.399
SRC_09371,0.831,0.83,0.952,0.423,0.353,0,0.658,uncertain,0.598
SRC_09372,0.43,0.485,0.541,0.64,0.717,1,0.247,deceptive,0.085
SRC_09373,0.334,0.234,0.675,0.846,0.709,0,0.314,deceptive,0.135
SRC_09374,0.894,0.735,0.631,0.718,0.02,0,0.683,uncertain,0.674
SRC_09375,0.351,0.897,0.629,0.664,0.697,1,0.35,deceptive,0.165
SRC_09376,0.468,0.738,0.791,0.886,0.421,0,0.553,uncertain,0.495
SRC_09377,0.773,0.634,0.641,0.516,0.671,0,0.495,deceptive,0.318
SRC_09378,0.578,0.373,0.77,0.893,0.145,1,0.433,deceptive,0.5
